ShoulderPitch Angle,ShoulderRoll Angle,ShoulderYaw Angle,ElbowPitch Angle,ShoulderPitch Torque,ShoulderRoll Torque,ShoulderYaw Torque,ElbowPitch Torque
7.11340291682346e-08,5.6581974435755556e-11,9.82702382072547e-08,0.0071134029168234605,5.658197443575555e-06,0.00982702382072547
2.134020875046788e-07,1.697459233072682e-10,2.9481071462172856e-07,0.014226805833644416,1.1316394887151263e-05,0.019654047641447386
4.268041750090371e-07,3.3949184661455314e-10,5.896214292430042e-07,0.021340208750435827,1.6974592330728497e-05,0.029481071462127556
7.113402916803144e-07,5.658197443576668e-10,9.827023820696743e-07,0.02845361166712773,2.2632789774311355e-05,0.03930809528266701
1.0670104375159593e-06,8.487296165367718e-10,1.4740535730981313e-06,0.03556701458356449,2.8290987217910493e-05,0.049135119102845695
1.4938146125109238e-06,1.1882214631521437e-09,2.0636750023212377e-06,0.04268041749949645,3.394918466153719e-05,0.05896214292231063
1.991752816656349e-06,1.584295284204327e-09,2.7515666697264664e-06,0.0497938204145425,3.9607382105218325e-05,0.06878916674052285
2.5608250499379893e-06,2.03695107969415e-09,3.537728575293674e-06,0.05690722332816402,4.5265579548982285e-05,0.07861619055672076
3.2010313123343853e-06,2.546188849622879e-09,4.422160718992516e-06,0.06402062623963958,5.0923776992872935e-05,0.08844321436988418
3.912371603814783e-06,3.1120085939923322e-09,5.404863100779504e-06,0.07113402914803972,5.658197443694531e-05,0.09827023817869879
4.6948459243367605e-06,3.734410312805016e-09,6.485835720594653e-06,0.07824743205219781,6.224017188126841e-05,0.10809726198151488
5.548454273843599e-06,4.4133940060643095e-09,7.665078578357756e-06,0.08536083495068385,6.789836932592933e-05,0.11792428577631031
6.4731966522613955e-06,5.1489596737745934e-09,8.942591673964311e-06,0.09247423784177967,7.355656677102837e-05,0.12775130956065542
7.46907305949591e-06,5.941107315941462e-09,1.0318375007281052e-05,0.09958764072345141,7.921476421668689e-05,0.13757833333167413
8.53608349542907e-06,6.789836932571931e-09,1.1792428578141018e-05,0.106701043593316,8.487296166304685e-05,0.14740535708599656
9.674227959915353e-06,7.695148523674627e-09,1.3364752386338424e-05,0.11381444644862815,9.053115911026963e-05,0.15723238081974059
1.0883506452777806e-05,8.657042089260083e-09,1.5035346431623046e-05,0.12092784928624525,9.618935655854556e-05,0.16705940452846219
1.216391897380374e-05,9.675517629340917e-09,1.680421071369412e-05,0.1280412521025934,0.00010184755400808339,0.17688642820710754
1.3515465522740314e-05,1.0750575143932155e-08,1.8671345232194104e-05,0.13515465489365733,0.0001075057514591237,0.18671345184999857
1.493814609928969e-05,1.1882214633051504e-08,2.0636749986701832e-05,0.14226805765493752,0.0001131639489119349,0.1965404754507726
1.643196070310404e-05,1.3070436096719659e-08,2.2700424976725437e-05,0.14938146038143513,0.00011882214636681547,0.20636749900236062
1.7996909333780274e-05,1.4315239534960578e-08,2.4862370201694912e-05,0.1564948630676235,0.00012448034382409192,0.21619452249694734
1.963299199085438e-05,1.5616624947801852e-08,2.7122585660954096e-05,0.16360826570741072,0.0001301385412841275,0.2260215459259182
2.1340208673795683e-05,1.697459233527505e-08,2.9481071353752555e-05,0.17072166829413035,0.00013579673874731973,0.23584856927984602
2.3118559382000645e-05,1.838914169741608e-08,3.193782727923683e-05,0.1778350708204962,0.00014145493621410313,0.24567559254842739
2.496804411478655e-05,1.986027303426556e-08,3.4492853436441486e-05,0.18494847327859062,0.000147113133684948,0.2555026157204658
2.688866287138486e-05,2.1387986345869233e-08,3.714614982427973e-05,0.19206187565983096,0.00015277133116036712,0.2653296387838243
2.8880415650934317e-05,2.2972281632278337e-08,3.989771644153365e-05,0.19917527795494536,0.00015842952864091031,0.2751566617253916
3.09433024524737e-05,2.4613158893550062e-08,4.274755328684398e-05,0.20628868015393856,0.00016408772612717257,0.2849836845310332
3.307732327493448e-05,2.6310618129748018e-08,4.56956603586997e-05,0.2134020822460775,0.00016974592361979573,0.2948107071855712
3.528247811713301e-05,2.8064659340942657e-08,4.8742037655426996e-05,0.22051548421985254,0.00017540412111946398,0.3046377296727297
3.7558766977762614e-05,2.987528252721177e-08,5.18866851751781e-05,0.2276288860629603,0.00018106231862691121,0.31446475197511026
3.990618985538529e-05,3.174248768864094e-08,5.512960291591952e-05,0.23474228776226808,0.00018672051614291782,0.3242917740741417
4.232474674842326e-05,3.366627482532412e-08,5.847079087542008e-05,0.24185568930379683,0.0001923787136683177,0.33411879595005606
4.4814437655150146e-05,3.564664393736409e-08,6.19102490512385e-05,0.24896909067268846,0.00019803691120399663,0.3439458175818421
4.737526257368192e-05,3.768359502487302e-08,6.544797744071056e-05,0.2560824918531774,0.00020369510875089286,0.35377283894720557
5.000722150196762e-05,3.9777128087973034e-08,6.908397604093596e-05,0.26319589282857,0.00020935330631000182,0.3635998600225395
5.27103144377797e-05,4.1927243126796766e-08,7.28182448487647e-05,0.27030929358120864,0.00021501150388237328,0.3734268807828742
5.548454137870429e-05,4.413394014148797e-08,7.665078386078328e-05,0.2774226940924589,0.00022066970146912058,0.38325390120185804
5.832990232213099e-05,4.639721913220211e-08,8.05815930733003e-05,0.28453609434266997,0.00022632789907141393,0.39308092125170246
6.124639726524249e-05,4.871708009910697e-08,8.461067248233177e-05,0.29164949431115017,0.00023198609669048588,0.402907940903147
6.423402620500394e-05,5.10935230423833e-08,8.873802208358606e-05,0.29876289397614575,0.00023764429432763317,0.41273496012542926
6.729278913815203e-05,5.3526547962225475e-08,9.296364187244846e-05,0.3058762933148088,0.000243302491984217,0.4225619788862396
